student,question,qDetail,answer
15,12a,I want to visit this place again.,0
15,12b,Knowing this place exists makes me feel good.,0
15,12c,I care about this place.,2
15,13,Are you a girl or a boy?,Girl
15,14,Which of the following best describes your racial or ethnic background?,Hispanic
16,1a,Your school’s name ,Van Sickle Academy
16,1b,Your grade level,6
16,2,How would you rate this field trip on a scale from 0 to 10? ,3
16,3a,Write three words or short phrases below that best describe how the program made you feel.,bored
16,3b,Write three words or short phrases below that best describe how the program made you feel.,sleepy 
16,3c,Write three words or short phrases below that best describe how the program made you feel.,tired
16,4a,"As a result of this field trip, do you intend to do anything differently in your life",no
16,4b,"If yes, what will you do?",NA
16,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",3
16,6a,I believe in myself.,8
16,6b,I feel it is important to take good care of the environment.,10
16,6c,"Humans are a part of nature, not separate from it.",10
16,6d,I have the power to protect the environment.,4
16,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,1
16,6f,I can make a difference in my community.,1
16,7a,How different parts of the environment interact with each other.,1
16,7b,How people can change the environment.,4
16,7c,How changes in the environment can impact my life.,5
16,7d,How my actions affect the environment.,8
16,8a,Science.,6
16,8b,How to research things I am curious about.,4
16,8c,Learning about new subjects in school.,5
16,8d,Learning more about nature.,5
16,9a,Solving problems,4
16,9b,Using science to answer a question,3
16,9c,Listening to other people’s points of view,7
16,9d,Knowing how to do research,5
16,10a,Taught me something that will be useful to me in my future.,1
16,10b,Made me curious about something.,0
16,10c,Really made me think.,0
16,10d,Made me realize something I never imagined before.,0
16,10e,Made me think differently about the choices I make in my life.,0
16,11a,Help to protect the environment.,3
16,11b,Spend more time outside.,10
16,11c,Make a positive difference in my community.,5
16,11d,Listen more to other people's points of view.,6
16,11e,Talk with others about ways to protect the environment.,0
16,11f,Cooperate more with my classmates.,6
16,11g,Work harder in school.,7
16,11h,Pay more attention in class.,8
16,12a,I want to visit this place again.,0
16,12b,Knowing this place exists makes me feel good.,0
16,12c,I care about this place.,0
16,13,Are you a girl or a boy?,Girl
16,14,Which of the following best describes your racial or ethnic background?,Hispanic
17,1a,Your school’s name ,Van Sickle Academy
17,1b,Your grade level,6
17,2,How would you rate this field trip on a scale from 0 to 10? ,6
17,3a,Write three words or short phrases below that best describe how the program made you feel.,happy
17,3b,Write three words or short phrases below that best describe how the program made you feel.,excited
17,3c,Write three words or short phrases below that best describe how the program made you feel.,bored
17,4a,"As a result of this field trip, do you intend to do anything differently in your life",yes
17,4b,"If yes, what will you do?",help birds by cleaning the environment
17,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",10
17,6a,I believe in myself.,10
17,6b,I feel it is important to take good care of the environment.,10
17,6c,"Humans are a part of nature, not separate from it.",10
17,6d,I have the power to protect the environment.,10
17,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
17,6f,I can make a difference in my community.,10
17,7a,How different parts of the environment interact with each other.,10
17,7b,How people can change the environment.,10
17,7c,How changes in the environment can impact my life.,10
17,7d,How my actions affect the environment.,9
17,8a,Science.,10
17,8b,How to research things I am curious about.,10
17,8c,Learning about new subjects in school.,10
17,8d,Learning more about nature.,10
17,9a,Solving problems,10
17,9b,Using science to answer a question,10
17,9c,Listening to other people’s points of view,10
17,9d,Knowing how to do research,10
17,10a,Taught me something that will be useful to me in my future.,10
17,10b,Made me curious about something.,10
17,10c,Really made me think.,7
17,10d,Made me realize something I never imagined before.,10
17,10e,Made me think differently about the choices I make in my life.,10
17,11a,Help to protect the environment.,10
17,11b,Spend more time outside.,10
17,11c,Make a positive difference in my community.,10
17,11d,Listen more to other people's points of view.,10
17,11e,Talk with others about ways to protect the environment.,10
17,11f,Cooperate more with my classmates.,10
17,11g,Work harder in school.,10
17,11h,Pay more attention in class.,10
17,12a,I want to visit this place again.,5
17,12b,Knowing this place exists makes me feel good.,10
17,12c,I care about this place.,9
17,13,Are you a girl or a boy?,Boy
17,14,Which of the following best describes your racial or ethnic background?,Asian
18,1a,Your school’s name ,Van Sickle Academy
18,1b,Your grade level,6
18,2,How would you rate this field trip on a scale from 0 to 10? ,7
18,3a,Write three words or short phrases below that best describe how the program made you feel.,energetic
18,3b,Write three words or short phrases below that best describe how the program made you feel.,bored
18,3c,Write three words or short phrases below that best describe how the program made you feel.,active
18,4a,"As a result of this field trip, do you intend to do anything differently in your life",yes
18,4b,"If yes, what will you do?",I pick up plastic and pollution from the woods and street
18,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",9
18,6a,I believe in myself.,10
18,6b,I feel it is important to take good care of the environment.,10
18,6c,"Humans are a part of nature, not separate from it.",7
18,6d,I have the power to protect the environment.,10
18,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
18,6f,I can make a difference in my community.,8
18,7a,How different parts of the environment interact with each other.,8
18,7b,How people can change the environment.,10
18,7c,How changes in the environment can impact my life.,9
18,7d,How my actions affect the environment.,9
18,8a,Science.,10
18,8b,How to research things I am curious about.,10
18,8c,Learning about new subjects in school.,8
18,8d,Learning more about nature.,8
18,9a,Solving problems,10
18,9b,Using science to answer a question,7
18,9c,Listening to other people’s points of view,9
18,9d,Knowing how to do research,10
18,10a,Taught me something that will be useful to me in my future.,8
18,10b,Made me curious about something.,9
18,10c,Really made me think.,9
18,10d,Made me realize something I never imagined before.,8
18,10e,Made me think differently about the choices I make in my life.,8
18,11a,Help to protect the environment.,10
18,11b,Spend more time outside.,10
18,11c,Make a positive difference in my community.,10
18,11d,Listen more to other people's points of view.,8
18,11e,Talk with others about ways to protect the environment.,7
18,11f,Cooperate more with my classmates.,8
18,11g,Work harder in school.,10
18,11h,Pay more attention in class.,10
18,12a,I want to visit this place again.,5
18,12b,Knowing this place exists makes me feel good.,10
18,12c,I care about this place.,8
18,13,Are you a girl or a boy?,Boy
18,14,Which of the following best describes your racial or ethnic background?,Hispanic & Mixed (two or more races)
19,1a,Your school’s name ,Van Sickle Academy
19,1b,Your grade level,6
19,2,How would you rate this field trip on a scale from 0 to 10? ,5
19,3a,Write three words or short phrases below that best describe how the program made you feel.,bored
19,3b,Write three words or short phrases below that best describe how the program made you feel.,excited
19,3c,Write three words or short phrases below that best describe how the program made you feel.,surprised
19,4a,"As a result of this field trip, do you intend to do anything differently in your life",no
19,4b,"If yes, what will you do?",no because I don't have a cat and a birdfeeder
19,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",6
19,6a,I believe in myself.,8
19,6b,I feel it is important to take good care of the environment.,10
19,6c,"Humans are a part of nature, not separate from it.",5
19,6d,I have the power to protect the environment.,7
19,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
19,6f,I can make a difference in my community.,4
