student,question,qDetail,answer
29,1b,Your grade level,8
29,2a,I believe in myself.,7
29,2b,I feel it is important to take good care of the environment.,8
29,2c,"Humans are a part of nature, not separate from it.",8
29,2d,I have the power to protect the environment.,10
29,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,8
29,2f,I can make a difference in my community.,8
29,3a,Science.,6
29,3b,How to research things I am curious about.,7
29,3c,Learning about new subjects in school.,6
29,3d,Learning more about nature.,5
29,4a,Solving problems,9
29,4b,Using science to answer a question,na
29,4c,Listening to other people’s points of view,na
29,4d,Knowing how to do research,8
29,5a,Help to protect the environment.,7
29,5b,Spend more time outside.,6
29,5c,Make a positive difference in my community.,9
29,5d,Listen more to other people's points of view.,na
29,5e,Talk with others about ways to protect the environment.,6
29,5f,Cooperate more with my classmates.,7
29,5g,Work harder in school.,9
29,5h,Pay more attention in class.,8
29,6,Are you a girl or a boy?,Girl
29,7,Which of the following best describes your racial or ethnic background?,na
30,1a,Your school’s name ,John J. Duggan Academy
30,1b,Your grade level,8
30,2a,I believe in myself.,9
30,2b,I feel it is important to take good care of the environment.,10
30,2c,"Humans are a part of nature, not separate from it.",10
30,2d,I have the power to protect the environment.,8
30,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
30,2f,I can make a difference in my community.,5
30,3a,Science.,9
30,3b,How to research things I am curious about.,10
30,3c,Learning about new subjects in school.,10
30,3d,Learning more about nature.,8
30,4a,Solving problems,5
30,4b,Using science to answer a question,8
30,4c,Listening to other people’s points of view,10
30,4d,Knowing how to do research,10
30,5a,Help to protect the environment.,7
30,5b,Spend more time outside.,9
30,5c,Make a positive difference in my community.,8
30,5d,Listen more to other people's points of view.,10
30,5e,Talk with others about ways to protect the environment.,5
30,5f,Cooperate more with my classmates.,6
30,5g,Work harder in school.,10
30,5h,Pay more attention in class.,10
31,6,Are you a girl or a boy?,Boy
31,7,Which of the following best describes your racial or ethnic background?,Black not of Hispanic descent
31,1a,Your school’s name ,John J. Duggan Academy
31,1b,Your grade level,8
31,2a,I believe in myself.,10
31,2b,I feel it is important to take good care of the environment.,10
31,2c,"Humans are a part of nature, not separate from it.",5
31,2d,I have the power to protect the environment.,3
31,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
31,2f,I can make a difference in my community.,8
31,3a,Science.,3
31,3b,How to research things I am curious about.,6
31,3c,Learning about new subjects in school.,9
31,3d,Learning more about nature.,8
31,4a,Solving problems,8
31,4b,Using science to answer a question,6
31,4c,Listening to other people’s points of view,9
31,4d,Knowing how to do research,8
31,5a,Help to protect the environment.,3
31,5b,Spend more time outside.,5
31,5c,Make a positive difference in my community.,5
31,5d,Listen more to other people's points of view.,5
31,5e,Talk with others about ways to protect the environment.,2
31,5f,Cooperate more with my classmates.,5
31,5g,Work harder in school.,3
31,5h,Pay more attention in class.,4
31,6,Are you a girl or a boy?,Girl
31,7,Which of the following best describes your racial or ethnic background?,Hispanic
32,1a,Your school’s name ,John J. Duggan Academy
32,1b,Your grade level,8
32,2a,I believe in myself.,10
32,2b,I feel it is important to take good care of the environment.,10
32,2c,"Humans are a part of nature, not separate from it.",10
32,2d,I have the power to protect the environment.,4
32,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
32,2f,I can make a difference in my community.,10
32,3a,Science.,10
32,3b,How to research things I am curious about.,10
32,3c,Learning about new subjects in school.,10
32,3d,Learning more about nature.,8
32,4a,Solving problems,5
32,4b,Using science to answer a question,5
32,4c,Listening to other people’s points of view,10
32,4d,Knowing how to do research,5
32,5a,Help to protect the environment.,5
32,5b,Spend more time outside.,10
32,5c,Make a positive difference in my community.,10
32,5d,Listen more to other people's points of view.,10
32,5e,Talk with others about ways to protect the environment.,10
32,5f,Cooperate more with my classmates.,10
32,5g,Work harder in school.,10
32,5h,Pay more attention in class.,10
32,6,Are you a girl or a boy?,Girl
32,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
33,1a,Your school’s name ,John J. Duggan Academy
33,1b,Your grade level,8
33,2a,I believe in myself.,10
33,2b,I feel it is important to take good care of the environment.,10
33,2c,"Humans are a part of nature, not separate from it.",9
33,2d,I have the power to protect the environment.,8
33,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
33,2f,I can make a difference in my community.,9
33,3a,Science.,7
33,3b,How to research things I am curious about.,10
33,3c,Learning about new subjects in school.,9
33,3d,Learning more about nature.,8
33,4a,Solving problems,9
33,4b,Using science to answer a question,8
33,4c,Listening to other people’s points of view,10
33,4d,Knowing how to do research,9
33,5a,Help to protect the environment.,8
33,5b,Spend more time outside.,10
33,5c,Make a positive difference in my community.,8
33,5d,Listen more to other people's points of view.,10
33,5e,Talk with others about ways to protect the environment.,9
33,5f,Cooperate more with my classmates.,7
33,5g,Work harder in school.,10
33,5h,Pay more attention in class.,10
33,6,Are you a girl or a boy?,Girl
33,7,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
34,1a,Your school’s name ,John J. Duggan Academy
34,1b,Your grade level,8
34,2a,I believe in myself.,5
34,2b,I feel it is important to take good care of the environment.,10
34,2c,"Humans are a part of nature, not separate from it.",9
34,2d,I have the power to protect the environment.,10
34,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,8
34,2f,I can make a difference in my community.,8
34,3a,Science.,7
34,3b,How to research things I am curious about.,8
34,3c,Learning about new subjects in school.,8
34,3d,Learning more about nature.,10
34,4a,Solving problems,6
34,4b,Using science to answer a question,8
34,4c,Listening to other people’s points of view,9
34,4d,Knowing how to do research,7
34,5a,Help to protect the environment.,9
34,5b,Spend more time outside.,10
34,5c,Make a positive difference in my community.,9
34,5d,Listen more to other people's points of view.,9
34,5e,Talk with others about ways to protect the environment.,9
34,5f,Cooperate more with my classmates.,8
34,5g,Work harder in school.,8
34,5h,Pay more attention in class.,8
34,6,Are you a girl or a boy?,Girl
34,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
35,1a,Your school’s name ,John J. Duggan Academy
35,1b,Your grade level,8
35,2a,I believe in myself.,7
35,2b,I feel it is important to take good care of the environment.,10
35,2c,"Humans are a part of nature, not separate from it.",9
35,2d,I have the power to protect the environment.,5
35,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,7
35,2f,I can make a difference in my community.,6
35,3a,Science.,7
35,3b,How to research things I am curious about.,9
35,3c,Learning about new subjects in school.,8
35,3d,Learning more about nature.,7
35,4a,Solving problems,9
35,4b,Using science to answer a question,6
35,4c,Listening to other people’s points of view,9
35,4d,Knowing how to do research,8
35,5a,Help to protect the environment.,8
35,5b,Spend more time outside.,6
35,5c,Make a positive difference in my community.,7
35,5d,Listen more to other people's points of view.,6
35,5e,Talk with others about ways to protect the environment.,5
35,5f,Cooperate more with my classmates.,8
35,5g,Work harder in school.,9
35,5h,Pay more attention in class.,9
35,6,Are you a girl or a boy?,Girl
35,7,Which of the following best describes your racial or ethnic background?,Other: Mexican
36,1a,Your school’s name ,John J. Duggan Academy
36,1b,Your grade level,8
36,2a,I believe in myself.,10
36,2b,I feel it is important to take good care of the environment.,10
36,2c,"Humans are a part of nature, not separate from it.",10
36,2d,I have the power to protect the environment.,10
36,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
36,2f,I can make a difference in my community.,10
36,3a,Science.,3
36,3b,How to research things I am curious about.,7
36,3c,Learning about new subjects in school.,7
36,3d,Learning more about nature.,4
36,4a,Solving problems,7
36,4b,Using science to answer a question,3
36,4c,Listening to other people’s points of view,8
36,4d,Knowing how to do research,4
36,5a,Help to protect the environment.,10
36,5b,Spend more time outside.,3
36,5c,Make a positive difference in my community.,7
36,5d,Listen more to other people's points of view.,4
36,5e,Talk with others about ways to protect the environment.,6
36,5f,Cooperate more with my classmates.,2
36,5g,Work harder in school.,5
36,5h,Pay more attention in class.,7
36,6,Are you a girl or a boy?,Girl
36,7,Which of the following best describes your racial or ethnic background?,Hispanic
37,1a,Your school’s name ,John J. Duggan Academy
37,1b,Your grade level,8
37,2a,I believe in myself.,5
37,2b,I feel it is important to take good care of the environment.,9
37,2c,"Humans are a part of nature, not separate from it.",7
37,2d,I have the power to protect the environment.,3
37,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,5
37,2f,I can make a difference in my community.,7
37,3a,Science.,3
37,3b,How to research things I am curious about.,5
37,3c,Learning about new subjects in school.,4
37,3d,Learning more about nature.,4
37,4a,Solving problems,5
37,4b,Using science to answer a question,4
37,4c,Listening to other people’s points of view,3
37,4d,Knowing how to do research,2
37,5a,Help to protect the environment.,6
37,5b,Spend more time outside.,6
37,5c,Make a positive difference in my community.,6
37,5d,Listen more to other people's points of view.,6
37,5e,Talk with others about ways to protect the environment.,6
37,5f,Cooperate more with my classmates.,7
37,5g,Work harder in school.,4
37,5h,Pay more attention in class.,3
37,6,Are you a girl or a boy?,Girl
37,7,Which of the following best describes your racial or ethnic background?,Hispanic
38,1a,Your school’s name ,John J. Duggan Academy
38,1b,Your grade level,8
38,2a,I believe in myself.,10
38,2b,I feel it is important to take good care of the environment.,10
38,2c,"Humans are a part of nature, not separate from it.",10
38,2d,I have the power to protect the environment.,10
38,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
38,2f,I can make a difference in my community.,10
38,3a,Science.,10
38,3b,How to research things I am curious about.,10
38,3c,Learning about new subjects in school.,9
38,3d,Learning more about nature.,10
38,4a,Solving problems,10
38,4b,Using science to answer a question,9
